,MAKE A COPY TO BEGIN YOUR WORK. THIS IS A READ ONLY FILE,,,,,,,,,,,,,
2021-08-21,7160850253,1990/03/20,DAVID,gibson,Flight Status,G41787932,FALSE,BOS,DEN,TRUE,TRUE,-1,16,FALSE
2023-11-01,,03/20/1990,david,Gibson,Flight Status,,TRUE,ATL,ORD,TRUE,FALSE,0,5,TRUE
2022-12-09,7160850253,03/20/1990,david,Gibson,Flight Status,B45523996,FALSE,SFO,MIA,FALSE,FALSE,14,7,FALSE
2024-08-05,5462134219,08/16/2006,christina,valdez,Flight Status,R36445073,FALSE,ORD,DFW,TRUE,FALSE,-1,16,FALSE
2024-05-03,5462134219,08/16/2006,CHRISTINA,valdez,Flight Status,W77799056,TRUE,LAX,SFO,FALSE,TRUE,0,2,FALSE
2021-05-25,5462134219,16-08-2006,christina,Valdez,Flight Deal,T13330220,FALSE,ttt,DEN,FALSE,FALSE,0,16,TRUE
2023-05-10,3594164303,2000/03/27,LEAH,Griffith,New Flight,U09279118,TRUE,LAX,DFW,TRUE,TRUE,0,9,
2023-06-26,3594164303,2000/03/27,leah,griffith,,U73989365,TRUE,SEA,,FALSE,FALSE,-1,15,TRUE
2021-05-22,3594164303,2000/03/27,LEAH,Griffith,,U99966211,FALSE,SFO,MIA,TRUE,TRUE,-1,17,TRUE
2022-01-07,3594164303,,,Griffith,Cancel Flight,Q26365305,FALSE,BOS,,TRUE,TRUE,7,21,
2023-02-18,3594164303,27-03-2000,LEAH,Griffith,Flight Status,Q10371233,FALSE,SEA,DFW,TRUE,TRUE,-1,5,FALSE
2023-09-27,150199831,11/23/2010,cheryl,mitchell,New Flight,E43316976,TRUE,ttt,MIA,FALSE,TRUE,4,10,TRUE
2021-08-15,150199831,2010/11/23,CHERYL,mitchell,New Flight,V36233842,TRUE,SFO,LAX,FALSE,FALSE,0,9,TRUE
2021-08-11,150199831,11/23/2010,CHERYL,mitchell,Flight Deal,I16881334,FALSE,DFW,ATL,FALSE,FALSE,8,7,FALSE
2023-01-26,150199831,2010/11/23,cheryl,mitchell,,O93762973,TRUE,SFO,BOS,TRUE,FALSE,1,1,
2021-01-31,150199831,2010/11/23,cheryl,mitchell,New Flight,A10117329,FALSE,DFW,LAX,FALSE,FALSE,1,9,FALSE
2021-04-25,150199831,2010/11/23,CHERYL,mitchell,Flight Status,I51426062,TRUE,,BOS,FALSE,FALSE,1,15,FALSE
2022-10-12,150199831,23-11-2010,CHERYL,Mitchell,Cancel Flight,I77433151,TRUE,LAX,JFK,FALSE,TRUE,-1,6,TRUE
2024-03-23,150199831,23-11-2010,CHERYL,Mitchell,Flight Deal,V75653483,FALSE,LAX,DFW,TRUE,FALSE,2,7,TRUE
2023-04-29,150199831,2010/11/23,cheryl,Mitchell,New Flight,Z78540866,FALSE,ATL,ORD,,TRUE,9,17,TRUE
2021-04-27,150199831,2010/11/23,CHERYL,mitchell,Flight Deal,V85619130,TRUE,DFW,ATL,FALSE,FALSE,10,10,FALSE
2023-09-16,6801078305,2016/04/28,DONNA,wright,New Flight,T19835571,FALSE,JFK,SFO,TRUE,TRUE,-1,2,FALSE
2024-02-15,6801078305,28-04-2016,donna,wright,New Flight,,FALSE,ATL,SEA,FALSE,FALSE,14,1,FALSE
2022-08-01,,28-04-2016,DONNA,Wright,New Flight,G56929927,TRUE,DEN,LAX,FALSE,FALSE,1,13,FALSE
2021-11-12,6801078305,2016/04/28,DONNA,Wright,Cancel Flight,W97554131,TRUE,ORD,SEA,TRUE,TRUE,0,21,TRUE
2023-03-11,6801078305,28-04-2016,,wright,Cancel Flight,V61753297,TRUE,ORD,DEN,FALSE,TRUE,12,22,TRUE
2023-05-26,929318854,15-07-2020,DEANNA,juarez,Flight Deal,S68729852,TRUE,JFK,LAX,FALSE,TRUE,4,5,TRUE
2023-06-05,929318854,15-07-2020,DEANNA,Juarez,New Flight,D60855429,FALSE,JFK,ORD,TRUE,FALSE,2,15,TRUE
2022-09-09,929318854,07/15/2020,deanna,Juarez,Flight Deal,W95486132,TRUE,SEA,DFW,TRUE,FALSE,11,15,TRUE
2024-05-29,,,,Juarez,Flight Deal,S61498940,TRUE,ORD,ATL,FALSE,FALSE,-1,18,TRUE
2022-03-05,4033051329,11/13/1988,CRAIG,Mack,Cancel Flight,A74494430,FALSE,,BOS,,FALSE,6,9,FALSE
2021-04-28,4033051329,1988/11/13,craig,Mack,Flight Status,J77202697,,SFO,BOS,FALSE,FALSE,-1,6,TRUE
2022-05-14,4033051329,1988/11/13,craig,mack,Flight Status,V04109314,FALSE,SFO,SEA,FALSE,FALSE,9,15,FALSE
2023-06-18,4033051329,11/13/1988,craig,,Flight Deal,O23738197,TRUE,SEA,ATL,TRUE,TRUE,-1,19,FALSE
2021-08-16,4614221628,1991/10/12,,Spencer,New Flight,I67098270,,LAX,SFO,FALSE,TRUE,-1,18,FALSE
2023-02-21,4614221628,10/12/1991,GABRIEL,spencer,New Flight,O46774585,FALSE,BOS,ATL,FALSE,TRUE,2,12,FALSE
2024-09-07,4614221628,1991/10/12,gabriel,Spencer,Cancel Flight,E41275150,TRUE,JFK,SFO,TRUE,FALSE,-1,1,FALSE
2022-12-01,8066311660,12/31/2005,samuel,Carroll,Flight Status,Y98670861,TRUE,ORD,MIA,FALSE,,0,5,TRUE
2022-06-27,8066311660,,SAMUEL,carroll,Cancel Flight,T59011372,TRUE,JFK,ATL,,FALSE,,4,TRUE
2022-12-20,8066311660,31-12-2005,samuel,carroll,Flight Status,H56099309,TRUE,ATL,JFK,TRUE,FALSE,,10,FALSE
2024-05-25,8066311660,2005/12/31,SAMUEL,carroll,Flight Deal,Z67519867,FALSE,SFO,BOS,TRUE,FALSE,0,,TRUE
2021-12-05,5013070909,16-03-2003,cassandra,Garcia,Cancel Flight,O01995501,FALSE,ttt,ATL,FALSE,TRUE,,5,FALSE
2023-10-02,5013070909,03/16/2003,cassandra,garcia,Flight Deal,O40431445,FALSE,SFO,DFW,FALSE,TRUE,0,10,FALSE
2024-02-05,5013070909,2003/03/16,CASSANDRA,,Cancel Flight,E35334809,FALSE,BOS,MIA,FALSE,FALSE,1,21,FALSE
2024-10-05,5013070909,03/16/2003,cassandra,,Flight Deal,M52736896,TRUE,DEN,YYY,TRUE,FALSE,6,4,FALSE
2021-08-09,2372487860,07/04/1989,DAVE,jones,Flight Status,W34492905,FALSE,BOS,DFW,FALSE,FALSE,0,3,TRUE
2023-03-16,2372487860,07/04/1989,dave,jones,Flight Status,W09039949,TRUE,ORD,BOS,TRUE,FALSE,1,8,FALSE
2024-01-18,2372487860,07/04/1989,DAVE,Jones,Flight Deal,T70410054,FALSE,,SFO,FALSE,FALSE,0,8,
2023-02-04,2372487860,04-07-1989,dave,jones,New Flight,J77084821,,DEN,SEA,FALSE,TRUE,4,4,TRUE
2023-08-19,6888657500,07/07/2022,,Hopkins,New Flight,D66482321,TRUE,SFO,SEA,TRUE,FALSE,-1,16,FALSE
2022-04-02,6888657500,2022/07/07,ian,hopkins,New Flight,A41235142,TRUE,SFO,ATL,FALSE,TRUE,0,9,FALSE
2023-10-07,6888657500,07-07-2022,IAN,hopkins,Cancel Flight,R25285607,TRUE,JFK,DEN,FALSE,TRUE,13,,FALSE
2021-08-24,6888657500,07-07-2022,ian,hopkins,Flight Status,G04313469,TRUE,LAX,DEN,FALSE,FALSE,-1,12,FALSE
2023-12-16,6888657500,,IAN,hopkins,Flight Deal,A40219224,TRUE,SFO,DFW,TRUE,TRUE,-1,6,TRUE
2022-08-06,1539207410,25-04-1994,hannah,hood,New Flight,E76311553,TRUE,SEA,ATL,FALSE,TRUE,10,15,FALSE
2023-02-04,1539207410,,hannah,hood,Cancel Flight,A50452673,TRUE,ATL,ORD,FALSE,TRUE,12,,TRUE
2021-10-22,1539207410,25-04-1994,HANNAH,Hood,Flight Deal,P46923615,FALSE,SFO,ORD,TRUE,TRUE,2,18,TRUE
2023-01-08,1539207410,25-04-1994,HANNAH,,Flight Status,Y79771623,FALSE,SEA,,FALSE,TRUE,10,6,TRUE
2022-10-17,1539207410,04/25/1994,hannah,Hood,Flight Status,Y23323954,TRUE,ORD,MIA,FALSE,FALSE,0,7,FALSE
2022-07-01,7000672394,1993/02/12,JENNA,,Cancel Flight,I11055781,FALSE,,MIA,TRUE,FALSE,-1,5,TRUE
2024-06-07,7000672394,02/12/1993,jenna,mcdonald,New Flight,,TRUE,ORD,ATL,TRUE,FALSE,9,11,TRUE
2021-03-30,7000672394,02/12/1993,jenna,Mcdonald,Cancel Flight,O20597711,FALSE,DEN,SFO,TRUE,TRUE,11,,FALSE
2021-04-26,,1993/02/12,JENNA,Mcdonald,Flight Status,Z46650266,FALSE,ATL,DFW,TRUE,FALSE,9,20,FALSE
2021-12-14,7000672394,12-02-1993,JENNA,mcdonald,New Flight,G17107174,TRUE,DEN,BOS,TRUE,FALSE,9,14,TRUE
2023-03-10,,2020/04/15,WHITNEY,,Flight Deal,F53917890,TRUE,SEA,DFW,FALSE,TRUE,,13,FALSE
2021-09-07,8193106467,04/15/2020,whitney,Hoffman,Flight Status,E92277158,FALSE,ttt,LAX,FALSE,,3,1,TRUE
2024-06-27,8193106467,2020/04/15,whitney,hoffman,Flight Status,Y97354207,TRUE,,JFK,FALSE,TRUE,0,13,TRUE
2024-05-16,,15-04-2020,WHITNEY,hoffman,Flight Status,Q67060378,FALSE,MIA,DFW,FALSE,TRUE,0,5,FALSE
2021-05-08,2274634748,14-07-1997,steven,leonard,Flight Deal,V13203203,FALSE,JFK,BOS,,TRUE,11,1,TRUE
2022-10-11,2274634748,07/14/1997,STEVEN,leonard,Cancel Flight,Y57777029,FALSE,BOS,,TRUE,FALSE,4,6,TRUE
2024-01-12,,07/14/1997,steven,Leonard,Flight Deal,O48359927,FALSE,BOS,DEN,FALSE,TRUE,-1,3,TRUE
2024-03-04,2274634748,07/14/1997,steven,leonard,New Flight,B96477699,TRUE,SFO,YYY,TRUE,TRUE,0,3,TRUE
2023-05-30,2274634748,07/14/1997,steven,leonard,Flight Deal,,FALSE,ORD,SFO,TRUE,TRUE,9,12,TRUE
2023-08-03,2274634748,07/14/1997,steven,leonard,New Flight,Z29777185,FALSE,,DFW,FALSE,FALSE,2,,TRUE
2021-08-12,2274634748,07/14/1997,STEVEN,Leonard,Flight Deal,R81792363,FALSE,SEA,SFO,TRUE,FALSE,-1,11,FALSE
2023-08-09,,1997/07/14,STEVEN,leonard,Cancel Flight,B79374980,TRUE,MIA,BOS,TRUE,TRUE,8,,FALSE
2022-10-21,2274634748,14-07-1997,steven,,Flight Status,T68771701,TRUE,JFK,DEN,FALSE,TRUE,-1,22,TRUE
2022-09-18,2274634748,1997/07/14,steven,Leonard,,U19043327,TRUE,MIA,JFK,FALSE,TRUE,11,16,TRUE
2021-11-14,584542608,02/14/2024,lynn,avery,Flight Deal,U89696723,FALSE,ATL,LAX,TRUE,FALSE,2,8,FALSE
2021-02-03,584542608,14-02-2024,LYNN,Avery,Flight Status,R41668069,TRUE,ATL,MIA,TRUE,TRUE,1,8,FALSE
2022-09-28,584542608,2024/02/14,lynn,Avery,Cancel Flight,U03261779,FALSE,DEN,YYY,FALSE,FALSE,14,8,TRUE
2023-10-06,584542608,02/14/2024,LYNN,avery,Flight Status,F21638312,FALSE,ttt,ORD,FALSE,TRUE,7,2,FALSE
2024-05-26,584542608,,LYNN,avery,Flight Deal,F90301901,TRUE,ATL,SEA,FALSE,TRUE,-1,25,TRUE
2024-01-31,584542608,02/14/2024,LYNN,avery,Flight Status,A37926128,TRUE,SFO,ATL,TRUE,TRUE,7,6,FALSE
2022-08-11,584542608,2024/02/14,LYNN,Avery,Flight Deal,E03194050,TRUE,LAX,ORD,TRUE,,0,12,FALSE
2021-10-27,584542608,2024/02/14,lynn,avery,Flight Status,A87271886,TRUE,ATL,SFO,TRUE,TRUE,8,21,TRUE
2021-12-15,584542608,14-02-2024,lynn,Avery,Cancel Flight,S58605130,FALSE,DFW,LAX,FALSE,FALSE,10,9,FALSE
2022-11-15,584542608,2024/02/14,lynn,avery,,M90582172,FALSE,BOS,MIA,TRUE,FALSE,10,7,FALSE
2024-02-24,,08-11-2010,NATASHA,stevens,Cancel Flight,S63737421,FALSE,DEN,BOS,FALSE,TRUE,6,9,FALSE
2021-09-12,9998535377,11/08/2010,natasha,Stevens,Cancel Flight,J12651277,TRUE,LAX,ORD,FALSE,TRUE,-1,13,TRUE
2022-10-20,9998535377,11/08/2010,natasha,Stevens,,C87901392,,DEN,,FALSE,FALSE,7,19,FALSE
2022-08-16,9998535377,08-11-2010,NATASHA,stevens,Flight Deal,N54707921,FALSE,SEA,MIA,FALSE,TRUE,-1,21,FALSE
2022-04-10,9998535377,11/08/2010,NATASHA,Stevens,Cancel Flight,Z30641401,FALSE,DEN,SEA,FALSE,FALSE,14,17,TRUE
2021-08-11,5659875856,1988/11/13,,bradley,Cancel Flight,G72110415,FALSE,ATL,ORD,FALSE,TRUE,-1,6,FALSE
2021-04-20,5659875856,11/13/1988,MELANIE,bradley,Flight Deal,N89448394,TRUE,ORD,SEA,FALSE,TRUE,0,9,TRUE
2022-12-30,5659875856,1988/11/13,MELANIE,Bradley,Flight Status,U99984035,TRUE,MIA,ORD,FALSE,FALSE,9,12,TRUE
2021-02-28,5659875856,13-11-1988,MELANIE,bradley,Flight Deal,L28639862,TRUE,SFO,DFW,TRUE,TRUE,6,1,FALSE
2024-02-13,5659875856,11/13/1988,MELANIE,bradley,Flight Status,L93321078,TRUE,MIA,SFO,TRUE,FALSE,-1,19,
2024-09-13,4783892961,17-04-2001,ROBERT,Wilson,Flight Deal,N93011006,FALSE,MIA,YYY,FALSE,TRUE,0,7,TRUE
2023-03-13,4783892961,17-04-2001,robert,Wilson,Cancel Flight,N33138919,TRUE,ORD,JFK,TRUE,TRUE,7,20,FALSE
2021-06-15,4783892961,04/17/2001,ROBERT,wilson,Flight Status,E40666849,TRUE,ATL,JFK,FALSE,FALSE,-1,19,FALSE
2023-08-15,4783892961,17-04-2001,robert,Wilson,Flight Deal,E02884160,TRUE,DEN,DFW,TRUE,TRUE,0,,FALSE
2024-01-19,4783892961,04/17/2001,robert,wilson,Flight Status,M47724249,FALSE,DEN,SFO,TRUE,FALSE,4,10,FALSE
2023-12-26,9743503929,1994/02/05,CYNTHIA,Williams,Flight Status,U99396315,TRUE,MIA,,FALSE,FALSE,-1,4,TRUE
2023-07-10,9743503929,05-02-1994,cynthia,williams,New Flight,C17499348,TRUE,DEN,ATL,TRUE,FALSE,2,7,TRUE
2021-07-18,9743503929,05-02-1994,CYNTHIA,Williams,Cancel Flight,N97351684,TRUE,,ORD,FALSE,FALSE,11,15,TRUE
2022-10-16,307995020,1999/03/06,megan,Rivera,Flight Status,Q30912186,TRUE,BOS,ORD,FALSE,TRUE,-1,12,FALSE
2023-12-27,307995020,06-03-1999,MEGAN,rivera,New Flight,U12364717,FALSE,ttt,SFO,FALSE,TRUE,1,10,TRUE
2023-08-05,307995020,03/06/1999,megan,Rivera,Cancel Flight,M54334573,FALSE,SEA,JFK,TRUE,FALSE,2,9,FALSE
2021-04-13,307995020,03/06/1999,,Rivera,Flight Deal,Y44062383,TRUE,MIA,JFK,FALSE,TRUE,11,19,TRUE
2024-07-07,307995020,1999/03/06,megan,Rivera,Cancel Flight,C94458360,FALSE,LAX,SEA,FALSE,FALSE,4,18,FALSE
2022-05-25,7542884632,13-11-2000,CRYSTAL,Lewis,New Flight,E55140282,TRUE,SEA,LAX,TRUE,FALSE,10,1,FALSE
2023-02-01,7542884632,11/13/2000,CRYSTAL,lewis,Flight Deal,A22371646,FALSE,DEN,LAX,FALSE,TRUE,-1,15,FALSE
2021-01-19,7542884632,2000/11/13,CRYSTAL,Lewis,Cancel Flight,F46063826,FALSE,BOS,LAX,FALSE,FALSE,3,2,TRUE
2023-03-18,7542884632,13-11-2000,CRYSTAL,Lewis,Flight Deal,Y87600332,FALSE,BOS,MIA,TRUE,TRUE,2,6,FALSE
2022-12-28,1350296501,02/19/2013,elizabeth,little,Cancel Flight,X84069400,TRUE,ORD,LAX,TRUE,TRUE,0,23,TRUE
2023-02-14,1350296501,02/19/2013,elizabeth,Little,,R79311693,TRUE,MIA,ATL,TRUE,FALSE,0,15,FALSE
2024-03-31,1350296501,02/19/2013,ELIZABETH,little,Flight Status,K79755108,TRUE,SEA,MIA,FALSE,FALSE,0,9,
2024-02-02,1350296501,02/19/2013,ELIZABETH,little,Flight Deal,Y02096224,TRUE,LAX,SFO,FALSE,TRUE,-1,5,TRUE
2021-02-13,1350296501,02/19/2013,elizabeth,Little,New Flight,L97003769,TRUE,LAX,ORD,FALSE,FALSE,0,19,TRUE
2022-04-09,1415892574,,,Warren,Cancel Flight,U73148767,TRUE,DEN,DFW,TRUE,FALSE,10,17,FALSE
2022-08-09,1415892574,2015/05/07,KATHLEEN,warren,Flight Status,Z48944683,TRUE,LAX,DFW,FALSE,TRUE,-1,21,TRUE
2021-01-31,1415892574,05/07/2015,kathleen,warren,Flight Deal,X62734200,FALSE,SFO,BOS,FALSE,TRUE,3,9,TRUE
2023-05-07,1415892574,2015/05/07,kathleen,warren,New Flight,N91795750,TRUE,BOS,DEN,TRUE,TRUE,0,2,FALSE
2023-11-10,1415892574,05/07/2015,KATHLEEN,Warren,Flight Status,G34595602,FALSE,LAX,DEN,TRUE,FALSE,0,,FALSE
2022-07-20,7948009431,2012/10/08,brett,Avila,Cancel Flight,X20169859,FALSE,JFK,MIA,FALSE,FALSE,0,16,TRUE
2021-11-27,7948009431,2012/10/08,brett,avila,Cancel Flight,G44267847,FALSE,DEN,MIA,FALSE,FALSE,9,21,TRUE
2022-07-08,7948009431,08-10-2012,brett,Avila,Flight Status,W90192397,FALSE,SFO,MIA,FALSE,TRUE,6,4,TRUE
2022-05-02,824170873,31-10-2020,WENDY,allen,Cancel Flight,U00069137,FALSE,ORD,SFO,FALSE,TRUE,6,16,FALSE
2021-06-14,824170873,31-10-2020,wendy,Allen,Flight Deal,G90084010,FALSE,DFW,DEN,FALSE,FALSE,-1,11,TRUE
2024-04-17,824170873,10/31/2020,WENDY,allen,Cancel Flight,J82853125,TRUE,BOS,DFW,FALSE,,-1,,TRUE
2022-02-23,824170873,,wendy,allen,New Flight,J85004621,FALSE,SFO,YYY,FALSE,FALSE,2,15,TRUE
2024-07-30,2948167777,16-09-2005,ANNETTE,Watkins,New Flight,B17146983,FALSE,,ORD,FALSE,,0,10,TRUE
2023-07-03,2948167777,16-09-2005,annette,Watkins,Cancel Flight,X30011913,FALSE,ttt,ATL,FALSE,TRUE,1,8,TRUE
2024-04-01,2948167777,16-09-2005,annette,Watkins,Flight Status,T31781881,FALSE,BOS,YYY,TRUE,FALSE,0,12,TRUE
2022-05-21,,16-09-2005,,Watkins,Flight Deal,D50569416,FALSE,DFW,SFO,TRUE,TRUE,10,,FALSE
2024-10-01,890662297,05-11-2020,WHITNEY,,Flight Status,Y94934817,FALSE,ORD,SEA,FALSE,FALSE,-1,5,FALSE
2021-03-22,890662297,05-11-2020,whitney,Green,New Flight,X93879924,TRUE,MIA,JFK,TRUE,,-1,20,TRUE
2021-12-12,890662297,11/05/2020,WHITNEY,Green,Flight Status,Y62549059,TRUE,LAX,SEA,TRUE,TRUE,8,18,FALSE
2021-07-19,7850203366,07/06/2017,jessica,Garcia,Flight Deal,U56578597,FALSE,SEA,LAX,,TRUE,10,7,TRUE
2024-08-16,7850203366,06-07-2017,JESSICA,garcia,Flight Deal,L00215070,FALSE,DEN,MIA,TRUE,TRUE,4,9,TRUE
2024-07-28,7850203366,06-07-2017,JESSICA,garcia,Cancel Flight,C40905951,,ORD,SEA,TRUE,TRUE,-1,10,TRUE
2022-07-16,7850203366,07/06/2017,JESSICA,Garcia,Flight Deal,S03167001,TRUE,JFK,ORD,TRUE,FALSE,2,9,TRUE
2023-05-18,7850203366,06-07-2017,jessica,garcia,New Flight,C76125541,TRUE,,SFO,TRUE,TRUE,0,3,TRUE
2022-03-09,7850203366,07/06/2017,jessica,garcia,Flight Status,C76750770,,BOS,LAX,FALSE,FALSE,0,4,TRUE
2023-02-26,7850203366,06-07-2017,JESSICA,Garcia,Flight Deal,U91593384,FALSE,SFO,ORD,FALSE,TRUE,-1,20,TRUE
2023-01-08,7850203366,,jessica,Garcia,,E92874725,TRUE,MIA,JFK,TRUE,TRUE,-1,7,TRUE
2021-07-05,7850203366,2017/07/06,JESSICA,Garcia,Cancel Flight,W97026444,FALSE,ORD,ATL,TRUE,TRUE,2,8,
2023-04-15,,,jessica,garcia,New Flight,,TRUE,SEA,DEN,FALSE,TRUE,,10,FALSE
2022-09-10,4845123531,01/30/2010,hector,Collier,Flight Status,F28750314,FALSE,BOS,DFW,TRUE,FALSE,0,2,FALSE
2023-12-19,4845123531,30-01-2010,hector,collier,Flight Status,A11291897,TRUE,SEA,ORD,FALSE,TRUE,-1,17,FALSE
2022-09-04,4845123531,2010/01/30,HECTOR,Collier,Cancel Flight,C58295798,FALSE,SEA,ATL,TRUE,TRUE,0,14,
2022-07-31,4845123531,30-01-2010,HECTOR,collier,New Flight,G67121289,FALSE,,ATL,FALSE,TRUE,4,10,TRUE
2023-06-06,,01/30/2010,HECTOR,,Flight Deal,Q21912405,FALSE,MIA,ATL,TRUE,,0,16,FALSE
2022-04-26,197406443,18-01-2019,mackenzie,mendoza,,P93812040,,MIA,SFO,FALSE,FALSE,-1,1,TRUE
2023-10-26,197406443,01/18/2019,mackenzie,mendoza,New Flight,B51530237,TRUE,ATL,BOS,TRUE,FALSE,4,9,TRUE
2023-06-18,197406443,,mackenzie,Mendoza,Cancel Flight,L60776740,FALSE,JFK,BOS,TRUE,FALSE,14,7,FALSE
2023-02-18,197406443,01/18/2019,mackenzie,mendoza,Cancel Flight,M03594103,FALSE,SEA,DEN,TRUE,FALSE,0,4,TRUE
2021-12-12,5254684055,2001/12/19,april,morgan,Flight Status,S12355434,FALSE,SFO,DFW,TRUE,FALSE,-1,6,TRUE
2021-06-05,5254684055,2001/12/19,april,Morgan,Flight Status,,FALSE,DEN,SFO,FALSE,TRUE,14,18,FALSE
2021-10-23,5254684055,19-12-2001,APRIL,morgan,Flight Status,B21078505,TRUE,SEA,,TRUE,,-1,10,FALSE
2022-06-07,5254684055,19-12-2001,APRIL,Morgan,Flight Deal,O57940462,TRUE,BOS,LAX,FALSE,,-1,20,TRUE
2022-10-31,6377920617,26-07-1993,RENEE,Smith,Cancel Flight,Q12180561,FALSE,BOS,JFK,FALSE,FALSE,8,23,FALSE
2024-04-17,6377920617,26-07-1993,RENEE,,New Flight,W18881896,TRUE,MIA,ATL,TRUE,TRUE,12,11,TRUE
2022-04-25,6377920617,26-07-1993,renee,Smith,Flight Deal,F66281918,TRUE,DEN,BOS,TRUE,FALSE,13,9,TRUE
2022-07-26,4993958097,24-02-2012,jason,Martin,Cancel Flight,Q57104604,TRUE,,SFO,FALSE,FALSE,-1,23,FALSE
2022-12-21,4993958097,,jason,martin,Cancel Flight,K25101256,TRUE,ttt,DFW,FALSE,FALSE,-1,13,
2023-03-17,4993958097,24-02-2012,jason,Martin,New Flight,W62292692,TRUE,LAX,ORD,TRUE,TRUE,1,3,TRUE
2023-03-31,,02/24/2012,jason,Martin,Flight Deal,P54791994,FALSE,DFW,LAX,TRUE,TRUE,3,13,
2021-07-15,4993958097,2012/02/24,jason,Martin,New Flight,,TRUE,MIA,YYY,,FALSE,-1,10,TRUE
2022-04-01,1118843483,03/23/2011,michael,Harris,Cancel Flight,E16628297,FALSE,ORD,,FALSE,,2,12,TRUE
2022-12-16,1118843483,,MICHAEL,harris,Cancel Flight,Y29710892,TRUE,DEN,BOS,FALSE,TRUE,-1,7,
2021-10-04,1118843483,2011/03/23,MICHAEL,harris,Cancel Flight,T08694606,TRUE,LAX,JFK,TRUE,FALSE,1,10,FALSE
2022-10-24,1118843483,,michael,,Flight Status,S08306394,FALSE,SFO,DEN,FALSE,FALSE,12,10,FALSE
2021-08-08,1118843483,23-03-2011,MICHAEL,harris,Cancel Flight,T33043368,FALSE,ORD,YYY,FALSE,TRUE,0,,TRUE
2021-01-01,,,michael,harris,Flight Deal,T61330249,TRUE,BOS,LAX,FALSE,FALSE,-1,10,
2022-05-28,1118843483,,michael,Harris,Cancel Flight,Q67363227,TRUE,BOS,SFO,TRUE,TRUE,-1,21,FALSE
2023-03-06,1118843483,03/23/2011,michael,harris,Flight Deal,Q43440781,TRUE,LAX,YYY,TRUE,TRUE,11,4,FALSE
2024-04-02,1118843483,2011/03/23,michael,,Flight Deal,J30132703,FALSE,JFK,,FALSE,FALSE,3,9,TRUE
2021-06-13,1118843483,,michael,Harris,New Flight,M68529832,TRUE,LAX,SFO,FALSE,FALSE,0,22,FALSE
2022-01-12,5757916963,02/22/1997,laura,cohen,Flight Status,Z81632953,FALSE,DFW,,TRUE,FALSE,2,10,
2022-04-04,5757916963,1997/02/22,LAURA,cohen,Cancel Flight,O20184568,TRUE,ORD,DFW,FALSE,TRUE,0,8,TRUE
2024-06-18,5757916963,1997/02/22,LAURA,Cohen,Flight Status,F40680936,FALSE,SEA,ATL,FALSE,FALSE,0,5,TRUE
2024-10-12,9018108027,2006/03/18,chad,Gonzales,Cancel Flight,W52675968,FALSE,MIA,BOS,FALSE,FALSE,1,25,FALSE
2024-07-27,9018108027,03/18/2006,CHAD,gonzales,Flight Deal,O36056009,FALSE,SFO,ORD,FALSE,FALSE,0,2,TRUE
2023-12-27,9018108027,03/18/2006,chad,gonzales,New Flight,X11753508,FALSE,MIA,SEA,FALSE,FALSE,10,14,TRUE
2024-08-30,4231779623,2023/08/23,,,New Flight,S30225271,FALSE,ORD,DFW,TRUE,TRUE,11,,TRUE
2024-02-04,4231779623,08/23/2023,tammy,price,Cancel Flight,J25908376,FALSE,ORD,SFO,FALSE,FALSE,4,10,TRUE
2022-12-19,4231779623,23-08-2023,TAMMY,Price,New Flight,,TRUE,ttt,BOS,TRUE,TRUE,3,23,TRUE
2022-09-09,4231779623,2023/08/23,TAMMY,Price,,B73079247,TRUE,MIA,ORD,FALSE,FALSE,4,10,TRUE
2021-08-21,4231779623,23-08-2023,TAMMY,price,Flight Deal,,FALSE,DFW,ORD,FALSE,FALSE,0,9,FALSE
2023-10-24,4231779623,23-08-2023,TAMMY,Price,New Flight,A89302314,TRUE,DEN,BOS,FALSE,FALSE,2,12,TRUE
2022-07-25,4231779623,08/23/2023,TAMMY,Price,Cancel Flight,M38241001,TRUE,DFW,DEN,TRUE,TRUE,4,21,FALSE
2023-06-16,4231779623,2023/08/23,tammy,price,Cancel Flight,G31718372,,MIA,LAX,FALSE,TRUE,0,10,TRUE
2021-12-29,4231779623,2023/08/23,tammy,Price,Flight Deal,D31946716,TRUE,ORD,SEA,TRUE,TRUE,1,16,TRUE
2022-04-11,4231779623,08/23/2023,TAMMY,Price,Flight Deal,X81982244,TRUE,MIA,DEN,TRUE,FALSE,11,7,TRUE
2022-03-29,8097148081,,HEATHER,Martinez,Cancel Flight,U05219243,TRUE,DFW,SFO,FALSE,TRUE,,16,TRUE
2021-05-01,8097148081,02/10/2014,heather,Martinez,Cancel Flight,Z37761131,TRUE,SFO,BOS,FALSE,,0,5,FALSE
2024-08-06,8097148081,2014/02/10,HEATHER,martinez,New Flight,I72811705,FALSE,SEA,ATL,TRUE,TRUE,4,16,TRUE
2023-06-14,6252747038,2006/05/31,andre,Taylor,Cancel Flight,B09002771,TRUE,DFW,MIA,TRUE,FALSE,0,1,FALSE
2024-04-18,6252747038,31-05-2006,ANDRE,taylor,Flight Status,G57872892,TRUE,BOS,DEN,FALSE,FALSE,12,12,TRUE
2022-07-20,,2006/05/31,ANDRE,Taylor,New Flight,,,ATL,LAX,FALSE,FALSE,1,,FALSE
